,mean_iou,val_mean_iou,loss,val_loss
0,0.46131888031959534,0.3513345718383789,0.633884072303772,0.6086571216583252
1,0.7422108054161072,0.4078514575958252,0.5593600273132324,0.649498701095581
2,0.8183473944664001,0.7396033406257629,0.5050747990608215,0.4911506474018097
3,0.829279363155365,0.7849187850952148,0.4688861072063446,0.4575183689594269
4,0.8540470004081726,0.864121675491333,0.4378723204135895,0.4178447127342224
5,0.8621730208396912,0.9123637080192566,0.4159907102584839,0.3993782699108124
6,0.8928390145301819,0.9428858757019043,0.38679781556129456,0.3673046827316284
7,0.9082608819007874,0.9544296264648438,0.3683430552482605,0.3444283902645111
8,0.9037675857543945,0.9466164708137512,0.3571837842464447,0.3375106751918793
9,0.9252811670303345,0.947439968585968,0.3342847228050232,0.3206721842288971
10,0.9260159134864807,0.9548341631889343,0.3270856440067291,0.2991078794002533
11,0.945557177066803,0.9628936648368835,0.3066699802875519,0.2799544930458069
12,0.9514984488487244,0.9641544222831726,0.2930613160133362,0.27405229210853577
13,0.9468529224395752,0.9476931691169739,0.2867978811264038,0.2831871211528778
14,0.9572048187255859,0.9530646204948425,0.272064208984375,0.2770259976387024
15,0.9653688073158264,0.9645649790763855,0.25486648082733154,0.2575915455818176
16,0.94854736328125,0.9535274505615234,0.24452055990695953,0.2652483582496643
17,0.9566692113876343,0.9626196026802063,0.24092181026935577,0.2215857058763504
18,0.9445316195487976,0.9584195017814636,0.23172295093536377,0.23280435800552368
19,0.9498776793479919,0.965099036693573,0.226873978972435,0.21826115250587463
20,0.955288827419281,0.9435791969299316,0.20789609849452972,0.2737068235874176
21,0.9594908356666565,0.9651371836662292,0.20957206189632416,0.22014710307121277
22,0.9519156813621521,0.9685075879096985,0.190275639295578,0.19225206971168518
23,0.9670318961143494,0.9670202136039734,0.18997690081596375,0.18088626861572266
24,0.9717487692832947,0.9654267430305481,0.1734662503004074,0.1705491542816162
25,0.9730659127235413,0.9667260050773621,0.16891907155513763,0.1664595603942871
26,0.9735379815101624,0.9666125774383545,0.16280287504196167,0.1675882786512375
27,0.9545522332191467,0.9631015658378601,0.16799673438072205,0.19743725657463074
28,0.9564645290374756,0.96829754114151,0.15337225794792175,0.1564180701971054
29,0.9575650691986084,0.9581049084663391,0.1459101140499115,0.15543130040168762
30,0.9644652009010315,0.9678799510002136,0.1380956470966339,0.1460898369550705
31,0.9724577069282532,0.9623033404350281,0.13945834338665009,0.16165539622306824
32,0.9773449301719666,0.9204896092414856,0.12427664548158646,0.19909776747226715
33,0.9733725190162659,0.9667191505432129,0.12213479727506638,0.12792140245437622
34,0.9737695455551147,0.9696450233459473,0.12287703901529312,0.11484828591346741
35,0.9722524285316467,0.9262815117835999,0.11853087693452835,0.18828827142715454
36,0.9571018218994141,0.966159999370575,0.1318008452653885,0.10520703345537186
37,0.9567463397979736,0.9624650478363037,0.11932666599750519,0.1184953972697258
38,0.9695968627929688,0.9573230147361755,0.10952875018119812,0.12243645638227463
39,0.972713053226471,0.9568655490875244,0.10644161701202393,0.130520761013031
40,0.9610153436660767,0.9681406617164612,0.11240559071302414,0.11784358322620392
41,0.9743971228599548,0.9706106185913086,0.0996556356549263,0.09731177985668182
42,0.9720100164413452,0.968395471572876,0.10588002949953079,0.10169252008199692
43,0.9752848148345947,0.9697601795196533,0.09580852091312408,0.09219036251306534
44,0.9614557027816772,0.969923734664917,0.09814026951789856,0.08610605448484421
45,0.9675900936126709,0.9591338634490967,0.09781397879123688,0.09482121467590332
46,0.9641599059104919,0.9658549427986145,0.09274914860725403,0.09280180931091309
47,0.9739298224449158,0.951287567615509,0.09000260382890701,0.10797477513551712
48,0.9727411866188049,0.9592925906181335,0.09431339055299759,0.10910160094499588
49,0.9700495004653931,0.9647369384765625,0.09088153392076492,0.1148085966706276
50,0.9747418761253357,0.9673312306404114,0.08552874624729156,0.08819406479597092
51,0.9701054096221924,0.9684390425682068,0.08445161581039429,0.08617538958787918
52,0.9550511837005615,0.9684541821479797,0.09221561253070831,0.07827317714691162
53,0.9721577167510986,0.9656779766082764,0.08157851547002792,0.07380480319261551
54,0.9703653454780579,0.9718812108039856,0.08432726562023163,0.07590074837207794
55,0.9743971228599548,0.9692645072937012,0.07867331057786942,0.07897963374853134
56,0.9647142887115479,0.9702898859977722,0.07564045488834381,0.07570404559373856
57,0.9695683121681213,0.9682285189628601,0.07907627522945404,0.07543213665485382
58,0.9719159603118896,0.9709405303001404,0.07589496672153473,0.07404829561710358
59,0.965645432472229,0.9698305130004883,0.08120951801538467,0.07651761174201965
60,0.9748478531837463,0.9693479537963867,0.07203113287687302,0.07534012198448181
61,0.9747354388237,0.969970703125,0.07229706645011902,0.07393220067024231
62,0.9780181646347046,0.9705141186714172,0.06643321365118027,0.07005712389945984
63,0.9753150343894958,0.9711694717407227,0.06437204778194427,0.06932051479816437
64,0.9742759466171265,0.9706307053565979,0.06527434289455414,0.06738284975290298
65,0.9699037671089172,0.9708165526390076,0.06801062822341919,0.06498798727989197
66,0.9638675451278687,0.9692308902740479,0.06301503628492355,0.06411993503570557
67,0.975659966468811,0.9694164395332336,0.06320469081401825,0.06470004469156265
68,0.9765263199806213,0.97101229429245,0.06056714802980423,0.06186354532837868
69,0.9756407141685486,0.9719038605690002,0.06358924508094788,0.061053283512592316
70,0.9732460379600525,0.9709450602531433,0.059199389070272446,0.061778850853443146
71,0.9695903658866882,0.9701435565948486,0.05956513434648514,0.05909170210361481
72,0.9695352911949158,0.9722316265106201,0.06034322828054428,0.057474520057439804
73,0.970284640789032,0.9676995277404785,0.06175469607114792,0.05938883498311043
74,0.9735246300697327,0.9718076586723328,0.05987885966897011,0.05807358771562576
