,mean_iou,val_mean_iou,loss,val_loss
0,0.45632800459861755,0.3531317412853241,0.8608744740486145,1.0332838296890259
1,0.628000795841217,0.303904265165329,0.6934611797332764,1.0386873483657837
2,0.6033411026000977,0.4458301067352295,0.6541582345962524,0.7951366901397705
3,0.5799469947814941,0.6037635803222656,0.6214183568954468,0.6647068858146667
4,0.5858507752418518,0.6049543023109436,0.6245421767234802,0.6260415315628052
5,0.5862793326377869,0.6224439740180969,0.604995846748352,0.6174171566963196
6,0.5941339135169983,0.5800744891166687,0.5798587203025818,0.6000449061393738
7,0.5843076705932617,0.6407930254936218,0.575079619884491,0.5804328918457031
8,0.600341796875,0.5767903923988342,0.5834842920303345,0.584445059299469
9,0.5744642019271851,0.6340290904045105,0.5861676335334778,0.55647873878479
